Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
6176/1,29/04/2019 00:00:00,10:59:00,43,241,32,22,8,,,,,,,,,,,,,,,61,303
6176/1,29/04/2019 00:00:00,11:14:00,44,222,32,13,10,,,,,,,,,,,,,,,62,277
6176/1,29/04/2019 00:00:00,11:29:00,45,245,32,28,12,,,,,,,,,,,,,,,62,317
6176/1,29/04/2019 00:00:00,11:44:00,46,230,30,25,11,,,,,,,,,,,,,,,61,296
6176/1,29/04/2019 00:00:00,11:59:00,47,256,30,28,8,,,,,,,,,,,,,,,63,322
6176/1,29/04/2019 00:00:00,12:14:00,48,255,31,21,8,,,,,,,,,,,,,,,63,315
6176/1,29/04/2019 00:00:00,12:29:00,49,262,30,25,9,,,,,,,,,,,,,,,62,326
6176/1,29/04/2019 00:00:00,12:44:00,50,276,32,24,13,,,,,,,,,,,,,,,63,345
6176/1,29/04/2019 00:00:00,12:59:00,51,287,27,30,10,,,,,,,,,,,,,,,61,354
6176/1,29/04/2019 00:00:00,13:14:00,52,282,21,28,11,,,,,,,,,,,,,,,62,342
6176/1,29/04/2019 00:00:00,13:29:00,53,253,36,37,7,,,,,,,,,,,,,,,63,333
6176/1,29/04/2019 00:00:00,13:44:00,54,284,42,31,8,,,,,,,,,,,,,,,63,365
6176/1,29/04/2019 00:00:00,13:59:00,55,268,30,21,7,,,,,,,,,,,,,,,64,326
6176/1,29/04/2019 00:00:00,14:14:00,56,298,42,25,11,,,,,,,,,,,,,,,63,376
6176/1,29/04/2019 00:00:00,14:29:00,57,311,46,34,8,,,,,,,,,,,,,,,64,399
6176/1,29/04/2019 00:00:00,14:44:00,58,335,47,17,10,,,,,,,,,,,,,,,64,409
6176/1,29/04/2019 00:00:00,14:59:00,59,307,52,33,6,,,,,,,,,,,,,,,64,398
6176/1,29/04/2019 00:00:00,15:14:00,60,375,58,26,11,,,,,,,,,,,,,,,64,470
6176/1,29/04/2019 00:00:00,15:29:00,61,421,63,21,8,,,,,,,,,,,,,,,63,513
6176/1,29/04/2019 00:00:00,15:44:00,62,369,65,17,5,,,,,,,,,,,,,,,64,456
6176/1,29/04/2019 00:00:00,15:59:00,63,475,57,27,13,,,,,,,,,,,,,,,62,572
6176/1,29/04/2019 00:00:00,16:14:00,64,566,80,25,7,,,,,,,,,,,,,,,64,678
6176/1,29/04/2019 00:00:00,16:29:00,65,608,83,30,14,,,,,,,,,,,,,,,62,735
6176/1,29/04/2019 00:00:00,16:44:00,66,738,83,30,4,,,,,,,,,,,,,,,62,855
6176/1,29/04/2019 00:00:00,16:59:00,67,724,94,13,8,,,,,,,,,,,,,,,61,839
6176/1,29/04/2019 00:00:00,17:14:00,68,836,79,21,8,,,,,,,,,,,,,,,60,944
6176/1,29/04/2019 00:00:00,17:29:00,69,730,58,17,8,,,,,,,,,,,,,,,63,813
6176/1,29/04/2019 00:00:00,17:44:00,70,756,55,19,12,,,,,,,,,,,,,,,61,842
6176/1,29/04/2019 00:00:00,17:59:00,71,762,61,8,4,,,,,,,,,,,,,,,63,835
6176/1,29/04/2019 00:00:00,18:14:00,72,639,41,9,6,,,,,,,,,,,,,,,66,695
6176/1,29/04/2019 00:00:00,18:29:00,73,549,28,12,3,,,,,,,,,,,,,,,66,592
6176/1,29/04/2019 00:00:00,18:44:00,74,577,31,9,5,,,,,,,,,,,,,,,65,622
6176/1,29/04/2019 00:00:00,18:59:00,75,514,33,10,2,,,,,,,,,,,,,,,66,559
6176/1,29/04/2019 00:00:00,19:14:00,76,461,22,7,4,,,,,,,,,,,,,,,65,494
6176/1,29/04/2019 00:00:00,19:29:00,77,346,14,7,7,,,,,,,,,,,,,,,65,374
6176/1,29/04/2019 00:00:00,19:44:00,78,287,25,4,6,,,,,,,,,,,,,,,66,322
6176/1,29/04/2019 00:00:00,19:59:00,79,227,11,2,7,,,,,,,,,,,,,,,67,247
6176/1,29/04/2019 00:00:00,20:14:00,80,211,14,8,3,,,,,,,,,,,,,,,67,236
6176/1,29/04/2019 00:00:00,20:29:00,81,171,9,7,7,,,,,,,,,,,,,,,64,194
6176/1,29/04/2019 00:00:00,20:44:00,82,170,2,4,3,,,,,,,,,,,,,,,65,179
6176/1,29/04/2019 00:00:00,20:59:00,83,125,5,4,1,,,,,,,,,,,,,,,65,135
6176/1,29/04/2019 00:00:00,21:14:00,84,127,5,5,1,,,,,,,,,,,,,,,65,138
6176/1,29/04/2019 00:00:00,21:29:00,85,112,7,2,4,,,,,,,,,,,,,,,63,125
6176/1,29/04/2019 00:00:00,21:44:00,86,113,9,2,5,,,,,,,,,,,,,,,65,129
6176/1,29/04/2019 00:00:00,21:59:00,87,105,7,4,3,,,,,,,,,,,,,,,63,119
6176/1,29/04/2019 00:00:00,22:14:00,88,69,7,2,3,,,,,,,,,,,,,,,64,81
6176/1,29/04/2019 00:00:00,22:29:00,89,72,4,2,7,,,,,,,,,,,,,,,62,85
6176/1,29/04/2019 00:00:00,22:44:00,90,89,3,6,8,,,,,,,,,,,,,,,62,106
6176/1,29/04/2019 00:00:00,22:59:00,91,93,2,4,2,,,,,,,,,,,,,,,63,101
6176/1,29/04/2019 00:00:00,23:14:00,92,82,3,6,2,,,,,,,,,,,,,,,66,93
6176/1,29/04/2019 00:00:00,23:29:00,93,69,3,3,2,,,,,,,,,,,,,,,61,77
6176/1,29/04/2019 00:00:00,23:44:00,94,48,5,3,6,,,,,,,,,,,,,,,64,62
6176/1,29/04/2019 00:00:00,23:59:00,95,42,1,0,4,,,,,,,,,,,,,,,63,47
6176/1,30/04/2019 00:00:00,00:14:00,0,46,1,1,5,,,,,,,,,,,,,,,64,53
6176/1,30/04/2019 00:00:00,00:29:00,1,32,2,2,4,,,,,,,,,,,,,,,62,40
6176/1,30/04/2019 00:00:00,00:44:00,2,38,4,1,5,,,,,,,,,,,,,,,64,48
6176/1,30/04/2019 00:00:00,00:59:00,3,24,3,2,2,,,,,,,,,,,,,,,62,31
6176/1,30/04/2019 00:00:00,01:14:00,4,20,3,4,0,,,,,,,,,,,,,,,64,27
6176/1,30/04/2019 00:00:00,01:29:00,5,24,3,1,3,,,,,,,,,,,,,,,58,31
6176/1,30/04/2019 00:00:00,01:44:00,6,18,5,1,3,,,,,,,,,,,,,,,62,27
6176/1,30/04/2019 00:00:00,01:59:00,7,21,3,0,3,,,,,,,,,,,,,,,58,27
6176/1,30/04/2019 00:00:00,02:14:00,8,20,1,7,1,,,,,,,,,,,,,,,58,29
6176/1,30/04/2019 00:00:00,02:29:00,9,20,1,2,4,,,,,,,,,,,,,,,60,27
6176/1,30/04/2019 00:00:00,02:44:00,10,20,1,6,4,,,,,,,,,,,,,,,54,31
6176/1,30/04/2019 00:00:00,02:59:00,11,16,7,7,5,,,,,,,,,,,,,,,60,35
6176/1,30/04/2019 00:00:00,03:14:00,12,27,4,7,6,,,,,,,,,,,,,,,58,44
6176/1,30/04/2019 00:00:00,03:29:00,13,37,5,5,1,,,,,,,,,,,,,,,60,48
6176/1,30/04/2019 00:00:00,03:44:00,14,35,3,2,6,,,,,,,,,,,,,,,56,46
6176/1,30/04/2019 00:00:00,03:59:00,15,26,2,5,3,,,,,,,,,,,,,,,57,36
6176/1,30/04/2019 00:00:00,04:14:00,16,42,3,2,4,,,,,,,,,,,,,,,62,51
6176/1,30/04/2019 00:00:00,04:29:00,17,42,7,1,1,,,,,,,,,,,,,,,63,51
6176/1,30/04/2019 00:00:00,04:44:00,18,37,5,0,3,,,,,,,,,,,,,,,67,45
6176/1,30/04/2019 00:00:00,04:59:00,19,37,10,5,3,,,,,,,,,,,,,,,62,55
6176/1,30/04/2019 00:00:00,05:14:00,20,74,17,0,3,,,,,,,,,,,,,,,65,94
6176/1,30/04/2019 00:00:00,05:29:00,21,98,14,3,4,,,,,,,,,,,,,,,66,119
6176/1,30/04/2019 00:00:00,05:44:00,22,132,17,6,4,,,,,,,,,,,,,,,67,159
6176/1,30/04/2019 00:00:00,05:59:00,23,133,23,6,1,,,,,,,,,,,,,,,67,163
6176/1,30/04/2019 00:00:00,06:14:00,24,202,20,10,2,,,,,,,,,,,,,,,66,234
6176/1,30/04/2019 00:00:00,06:29:00,25,226,27,10,8,,,,,,,,,,,,,,,65,271
6176/1,30/04/2019 00:00:00,06:44:00,26,238,30,10,3,,,,,,,,,,,,,,,64,281
6176/1,30/04/2019 00:00:00,06:59:00,27,347,33,10,2,,,,,,,,,,,,,,,65,392
6176/1,30/04/2019 00:00:00,07:14:00,28,333,38,14,5,,,,,,,,,,,,,,,65,390
6176/1,30/04/2019 00:00:00,07:29:00,29,380,41,5,4,,,,,,,,,,,,,,,66,430
6176/1,30/04/2019 00:00:00,07:44:00,30,408,38,12,3,,,,,,,,,,,,,,,65,461
6176/1,30/04/2019 00:00:00,07:59:00,31,333,26,10,8,,,,,,,,,,,,,,,66,377
6176/1,30/04/2019 00:00:00,08:14:00,32,328,27,10,9,,,,,,,,,,,,,,,66,374
6176/1,30/04/2019 00:00:00,08:29:00,33,354,23,13,7,,,,,,,,,,,,,,,66,397
6176/1,30/04/2019 00:00:00,08:44:00,34,296,30,13,11,,,,,,,,,,,,,,,64,350
6176/1,30/04/2019 00:00:00,08:59:00,35,268,25,17,9,,,,,,,,,,,,,,,64,319
6176/1,30/04/2019 00:00:00,09:14:00,36,269,34,19,2,,,,,,,,,,,,,,,64,324
6176/1,30/04/2019 00:00:00,09:29:00,37,286,38,17,10,,,,,,,,,,,,,,,63,351
6176/1,30/04/2019 00:00:00,09:44:00,38,274,19,24,11,,,,,,,,,,,,,,,63,328
6176/1,30/04/2019 00:00:00,09:59:00,39,243,35,23,7,,,,,,,,,,,,,,,63,308
6176/1,30/04/2019 00:00:00,10:14:00,40,237,28,16,8,,,,,,,,,,,,,,,62,289
6176/1,30/04/2019 00:00:00,10:29:00,41,268,29,28,5,,,,,,,,,,,,,,,63,330
6176/1,30/04/2019 00:00:00,10:44:00,42,205,35,27,3,,,,,,,,,,,,,,,63,270
6176/1,30/04/2019 00:00:00,10:59:00,43,258,29,33,12,,,,,,,,,,,,,,,61,332
6176/1,30/04/2019 00:00:00,11:14:00,44,242,28,30,10,,,,,,,,,,,,,,,62,310
6176/1,30/04/2019 00:00:00,11:29:00,45,262,27,24,12,,,,,,,,,,,,,,,63,325
6176/1,30/04/2019 00:00:00,11:44:00,46,223,33,24,6,,,,,,,,,,,,,,,61,286
6176/1,30/04/2019 00:00:00,11:59:00,47,236,33,35,10,,,,,,,,,,,,,,,61,314
6176/1,30/04/2019 00:00:00,12:14:00,48,264,35,36,5,,,,,,,,,,,,,,,62,340
6176/1,30/04/2019 00:00:00,12:29:00,49,295,28,24,12,,,,,,,,,,,,,,,61,359
6176/1,30/04/2019 00:00:00,12:44:00,50,251,32,27,11,,,,,,,,,,,,,,,62,321
6176/1,30/04/2019 00:00:00,12:59:00,51,298,33,35,7,,,,,,,,,,,,,,,63,373
6176/1,30/04/2019 00:00:00,13:14:00,52,265,23,21,7,,,,,,,,,,,,,,,64,316
6176/1,30/04/2019 00:00:00,13:29:00,53,230,37,25,7,,,,,,,,,,,,,,,63,299
6176/1,30/04/2019 00:00:00,13:44:00,54,264,39,33,5,,,,,,,,,,,,,,,63,341
6176/1,30/04/2019 00:00:00,13:59:00,55,279,45,22,7,,,,,,,,,,,,,,,63,353
6176/1,30/04/2019 00:00:00,14:14:00,56,315,27,28,4,,,,,,,,,,,,,,,64,374
6176/1,30/04/2019 00:00:00,14:29:00,57,315,38,34,7,,,,,,,,,,,,,,,63,394
6176/1,30/04/2019 00:00:00,14:44:00,58,345,38,24,7,,,,,,,,,,,,,,,63,414
6176/1,30/04/2019 00:00:00,14:59:00,59,341,39,24,7,,,,,,,,,,,,,,,63,411
6176/1,30/04/2019 00:00:00,15:14:00,60,354,55,19,5,,,,,,,,,,,,,,,64,433
6176/1,30/04/2019 00:00:00,15:29:00,61,395,60,18,6,,,,,,,,,,,,,,,64,479
6176/1,30/04/2019 00:00:00,15:44:00,62,456,63,29,6,,,,,,,,,,,,,,,63,554
6176/1,30/04/2019 00:00:00,15:59:00,63,478,74,17,9,,,,,,,,,,,,,,,64,578
6176/1,30/04/2019 00:00:00,16:14:00,64,552,63,17,11,,,,,,,,,,,,,,,63,643
6176/1,30/04/2019 00:00:00,16:29:00,65,542,68,27,7,,,,,,,,,,,,,,,63,644
6176/1,30/04/2019 00:00:00,16:44:00,66,633,69,17,5,,,,,,,,,,,,,,,63,724
6176/1,30/04/2019 00:00:00,16:59:00,67,654,75,16,10,,,,,,,,,,,,,,,62,755
6176/1,30/04/2019 00:00:00,17:14:00,68,775,54,7,4,,,,,,,,,,,,,,,62,840
6176/1,30/04/2019 00:00:00,17:29:00,69,729,61,9,5,,,,,,,,,,,,,,,61,804
6176/1,30/04/2019 00:00:00,17:44:00,70,719,35,7,6,,,,,,,,,,,,,,,64,767
6176/1,30/04/2019 00:00:00,17:59:00,71,659,32,13,10,,,,,,,,,,,,,,,64,714
6176/1,30/04/2019 00:00:00,18:14:00,72,612,18,14,4,,,,,,,,,,,,,,,65,648
6176/1,30/04/2019 00:00:00,18:29:00,73,571,26,10,10,,,,,,,,,,,,,,,65,617
6176/1,30/04/2019 00:00:00,18:44:00,74,412,20,8,8,,,,,,,,,,,,,,,67,448
6176/1,30/04/2019 00:00:00,18:59:00,75,406,17,11,9,,,,,,,,,,,,,,,66,443
6176/1,30/04/2019 00:00:00,19:14:00,76,335,17,2,5,,,,,,,,,,,,,,,65,359
6176/1,30/04/2019 00:00:00,19:29:00,77,305,11,7,4,,,,,,,,,,,,,,,66,327
6176/1,30/04/2019 00:00:00,19:44:00,78,248,9,9,6,,,,,,,,,,,,,,,66,272
6176/1,30/04/2019 00:00:00,19:59:00,79,231,12,5,2,,,,,,,,,,,,,,,67,250
6176/1,30/04/2019 00:00:00,20:14:00,80,230,11,5,3,,,,,,,,,,,,,,,66,249
6176/1,30/04/2019 00:00:00,20:29:00,81,200,13,5,7,,,,,,,,,,,,,,,65,225
6176/1,30/04/2019 00:00:00,20:44:00,82,157,9,2,4,,,,,,,,,,,,,,,63,172
6176/1,30/04/2019 00:00:00,20:59:00,83,147,8,2,1,,,,,,,,,,,,,,,67,158
6176/1,30/04/2019 00:00:00,21:14:00,84,137,10,2,5,,,,,,,,,,,,,,,62,154
6176/1,30/04/2019 00:00:00,21:29:00,85,158,4,0,7,,,,,,,,,,,,,,,63,169
6176/1,30/04/2019 00:00:00,21:44:00,86,133,4,2,4,,,,,,,,,,,,,,,64,143
6176/1,30/04/2019 00:00:00,21:59:00,87,126,3,4,3,,,,,,,,,,,,,,,63,136
6176/1,30/04/2019 00:00:00,22:14:00,88,128,4,0,2,,,,,,,,,,,,,,,63,134
6176/1,30/04/2019 00:00:00,22:29:00,89,134,1,3,2,,,,,,,,,,,,,,,63,140
6176/1,30/04/2019 00:00:00,22:44:00,90,145,4,4,5,,,,,,,,,,,,,,,63,158
6176/1,30/04/2019 00:00:00,22:59:00,91,107,7,2,6,,,,,,,,,,,,,,,65,122
6176/1,30/04/2019 00:00:00,23:14:00,92,90,6,3,2,,,,,,,,,,,,,,,64,101
6176/1,30/04/2019 00:00:00,23:29:00,93,106,5,2,3,,,,,,,,,,,,,,,64,116
6176/1,30/04/2019 00:00:00,23:44:00,94,87,3,0,8,,,,,,,,,,,,,,,64,98
6176/1,30/04/2019 00:00:00,23:59:00,95,61,4,4,5,,,,,,,,,,,,,,,63,74
6176/1,01/05/2019 00:00:00,00:14:00,0,55,6,1,6,,,,,,,,,,,,,,,64,68
6176/1,01/05/2019 00:00:00,00:29:00,1,49,5,4,9,,,,,,,,,,,,,,,61,67
6176/1,01/05/2019 00:00:00,00:44:00,2,53,4,2,5,,,,,,,,,,,,,,,64,64
6176/1,01/05/2019 00:00:00,00:59:00,3,36,3,4,2,,,,,,,,,,,,,,,64,45
6176/1,01/05/2019 00:00:00,01:14:00,4,38,8,4,4,,,,,,,,,,,,,,,62,54
6176/1,01/05/2019 00:00:00,01:29:00,5,23,5,3,2,,,,,,,,,,,,,,,59,33
6176/1,01/05/2019 00:00:00,01:44:00,6,19,1,3,2,,,,,,,,,,,,,,,58,25
6176/1,01/05/2019 00:00:00,01:59:00,7,20,3,2,4,,,,,,,,,,,,,,,63,29
6176/1,01/05/2019 00:00:00,02:14:00,8,20,3,2,2,,,,,,,,,,,,,,,63,27
6176/1,01/05/2019 00:00:00,02:29:00,9,21,4,7,1,,,,,,,,,,,,,,,63,33
6176/1,01/05/2019 00:00:00,02:44:00,10,19,4,1,2,,,,,,,,,,,,,,,62,26
6176/1,01/05/2019 00:00:00,02:59:00,11,22,7,8,2,,,,,,,,,,,,,,,61,39
6176/1,01/05/2019 00:00:00,03:14:00,12,20,2,2,3,,,,,,,,,,,,,,,62,27
6176/1,01/05/2019 00:00:00,03:29:00,13,27,3,4,6,,,,,,,,,,,,,,,62,40
6176/1,01/05/2019 00:00:00,03:44:00,14,33,1,1,6,,,,,,,,,,,,,,,61,41
6176/1,01/05/2019 00:00:00,03:59:00,15,29,5,3,5,,,,,,,,,,,,,,,63,42
6176/1,01/05/2019 00:00:00,04:14:00,16,48,7,2,4,,,,,,,,,,,,,,,62,61
6176/1,01/05/2019 00:00:00,04:29:00,17,39,6,2,0,,,,,,,,,,,,,,,67,47
6176/1,01/05/2019 00:00:00,04:44:00,18,41,5,6,4,,,,,,,,,,,,,,,65,56
6176/1,01/05/2019 00:00:00,04:59:00,19,48,10,6,4,,,,,,,,,,,,,,,64,68
6176/1,01/05/2019 00:00:00,05:14:00,20,69,15,0,3,,,,,,,,,,,,,,,65,87
6176/1,01/05/2019 00:00:00,05:29:00,21,96,7,6,3,,,,,,,,,,,,,,,65,112
6176/1,01/05/2019 00:00:00,05:44:00,22,148,24,10,2,,,,,,,,,,,,,,,67,184
6176/1,01/05/2019 00:00:00,05:59:00,23,168,16,7,5,,,,,,,,,,,,,,,68,196
6176/1,01/05/2019 00:00:00,06:14:00,24,216,22,10,2,,,,,,,,,,,,,,,67,250
6176/1,01/05/2019 00:00:00,06:29:00,25,241,16,13,8,,,,,,,,,,,,,,,66,278
6176/1,01/05/2019 00:00:00,06:44:00,26,230,39,9,4,,,,,,,,,,,,,,,66,282
6176/1,01/05/2019 00:00:00,06:59:00,27,304,34,21,7,,,,,,,,,,,,,,,65,366
6176/1,01/05/2019 00:00:00,07:14:00,28,331,36,14,6,,,,,,,,,,,,,,,65,387
6176/1,01/05/2019 00:00:00,07:29:00,29,371,40,12,5,,,,,,,,,,,,,,,65,428
6176/1,01/05/2019 00:00:00,07:44:00,30,404,31,13,5,,,,,,,,,,,,,,,65,453
6176/1,01/05/2019 00:00:00,07:59:00,31,332,34,22,4,,,,,,,,,,,,,,,66,392
6176/1,01/05/2019 00:00:00,08:14:00,32,338,30,11,6,,,,,,,,,,,,,,,66,385
6176/1,01/05/2019 00:00:00,08:29:00,33,338,32,19,9,,,,,,,,,,,,,,,66,398
6176/1,01/05/2019 00:00:00,08:44:00,34,375,25,28,11,,,,,,,,,,,,,,,64,439
6176/1,01/05/2019 00:00:00,08:59:00,35,282,28,20,7,,,,,,,,,,,,,,,65,337
6176/1,01/05/2019 00:00:00,09:14:00,36,280,28,10,10,,,,,,,,,,,,,,,65,328
6176/1,01/05/2019 00:00:00,09:29:00,37,257,23,18,7,,,,,,,,,,,,,,,64,305
6176/1,01/05/2019 00:00:00,09:44:00,38,307,32,31,7,,,,,,,,,,,,,,,62,377
6176/1,01/05/2019 00:00:00,09:59:00,39,273,20,32,19,,,,,,,,,,,,,,,61,344
6176/1,01/05/2019 00:00:00,10:14:00,40,276,26,20,16,,,,,,,,,,,,,,,62,338
6176/1,01/05/2019 00:00:00,10:29:00,41,243,43,31,13,,,,,,,,,,,,,,,62,330
6176/1,01/05/2019 00:00:00,10:44:00,42,261,34,25,13,,,,,,,,,,,,,,,62,333
6176/1,01/05/2019 00:00:00,10:59:00,43,266,28,26,8,,,,,,,,,,,,,,,62,328
6176/1,01/05/2019 00:00:00,11:14:00,44,284,25,26,11,,,,,,,,,,,,,,,62,346
6176/1,01/05/2019 00:00:00,11:29:00,45,273,27,23,8,,,,,,,,,,,,,,,62,331
6176/1,01/05/2019 00:00:00,11:44:00,46,254,25,26,5,,,,,,,,,,,,,,,61,310
6176/1,01/05/2019 00:00:00,11:59:00,47,267,28,19,9,,,,,,,,,,,,,,,64,323
6176/1,01/05/2019 00:00:00,12:14:00,48,281,33,26,7,,,,,,,,,,,,,,,62,347
6176/1,01/05/2019 00:00:00,12:29:00,49,296,34,33,9,,,,,,,,,,,,,,,63,372
6176/1,01/05/2019 00:00:00,12:44:00,50,257,30,34,11,,,,,,,,,,,,,,,62,332
6176/1,01/05/2019 00:00:00,12:59:00,51,253,24,35,12,,,,,,,,,,,,,,,62,324
6176/1,01/05/2019 00:00:00,13:14:00,52,273,26,21,9,,,,,,,,,,,,,,,62,329
6176/1,01/05/2019 00:00:00,13:29:00,53,267,33,31,9,,,,,,,,,,,,,,,63,340
6176/1,01/05/2019 00:00:00,13:44:00,54,319,38,25,5,,,,,,,,,,,,,,,63,387
6176/1,01/05/2019 00:00:00,13:59:00,55,282,43,26,14,,,,,,,,,,,,,,,62,365
6176/1,01/05/2019 00:00:00,14:14:00,56,316,34,41,8,,,,,,,,,,,,,,,61,399
6176/1,01/05/2019 00:00:00,14:29:00,57,331,34,21,6,,,,,,,,,,,,,,,64,392
6176/1,01/05/2019 00:00:00,14:44:00,58,347,46,29,7,,,,,,,,,,,,,,,64,429
6176/1,01/05/2019 00:00:00,14:59:00,59,325,51,30,11,,,,,,,,,,,,,,,64,417
6176/1,01/05/2019 00:00:00,15:14:00,60,348,49,28,4,,,,,,,,,,,,,,,65,429
6176/1,01/05/2019 00:00:00,15:29:00,61,393,54,18,7,,,,,,,,,,,,,,,65,472
6176/1,01/05/2019 00:00:00,15:44:00,62,415,76,25,9,,,,,,,,,,,,,,,63,525
6176/1,01/05/2019 00:00:00,15:59:00,63,452,57,22,7,,,,,,,,,,,,,,,65,538
6176/1,01/05/2019 00:00:00,16:14:00,64,542,54,11,4,,,,,,,,,,,,,,,65,611
6176/1,01/05/2019 00:00:00,16:29:00,65,535,71,16,7,,,,,,,,,,,,,,,63,629
6176/1,01/05/2019 00:00:00,16:44:00,66,655,83,19,7,,,,,,,,,,,,,,,62,764
6176/1,01/05/2019 00:00:00,16:59:00,67,639,73,14,7,,,,,,,,,,,,,,,63,733
6176/1,01/05/2019 00:00:00,17:14:00,68,745,59,19,4,,,,,,,,,,,,,,,63,827
6176/1,01/05/2019 00:00:00,17:29:00,69,734,54,19,8,,,,,,,,,,,,,,,62,815
6176/1,01/05/2019 00:00:00,17:44:00,70,658,47,15,4,,,,,,,,,,,,,,,63,724
6176/1,01/05/2019 00:00:00,17:59:00,71,666,45,10,4,,,,,,,,,,,,,,,64,725
6176/1,01/05/2019 00:00:00,18:14:00,72,639,37,8,3,,,,,,,,,,,,,,,63,687
6176/1,01/05/2019 00:00:00,18:29:00,73,565,28,9,5,,,,,,,,,,,,,,,65,607
6176/1,01/05/2019 00:00:00,18:44:00,74,478,24,5,7,,,,,,,,,,,,,,,66,514
6176/1,01/05/2019 00:00:00,18:59:00,75,386,19,8,3,,,,,,,,,,,,,,,68,416
6176/1,01/05/2019 00:00:00,19:14:00,76,396,14,2,4,,,,,,,,,,,,,,,67,416
6176/1,01/05/2019 00:00:00,19:29:00,77,314,12,5,6,,,,,,,,,,,,,,,66,337
6176/1,01/05/2019 00:00:00,19:44:00,78,285,16,3,6,,,,,,,,,,,,,,,66,310
6176/1,01/05/2019 00:00:00,19:59:00,79,215,4,5,2,,,,,,,,,,,,,,,67,226
6176/1,01/05/2019 00:00:00,20:14:00,80,202,5,2,2,,,,,,,,,,,,,,,66,211
6176/1,01/05/2019 00:00:00,20:29:00,81,194,7,3,2,,,,,,,,,,,,,,,66,206
6176/1,01/05/2019 00:00:00,20:44:00,82,161,5,3,6,,,,,,,,,,,,,,,65,175
6176/1,01/05/2019 00:00:00,20:59:00,83,162,2,1,3,,,,,,,,,,,,,,,64,168
6176/1,01/05/2019 00:00:00,21:14:00,84,161,11,3,0,,,,,,,,,,,,,,,64,175
6176/1,01/05/2019 00:00:00,21:29:00,85,157,5,4,3,,,,,,,,,,,,,,,63,169
6176/1,01/05/2019 00:00:00,21:44:00,86,124,10,1,7,,,,,,,,,,,,,,,63,142
6176/1,01/05/2019 00:00:00,21:59:00,87,124,6,5,6,,,,,,,,,,,,,,,62,141
6176/1,01/05/2019 00:00:00,22:14:00,88,121,4,4,3,,,,,,,,,,,,,,,63,132
6176/1,01/05/2019 00:00:00,22:29:00,89,131,9,2,5,,,,,,,,,,,,,,,64,147
6176/1,01/05/2019 00:00:00,22:44:00,90,104,4,1,6,,,,,,,,,,,,,,,65,115
6176/1,01/05/2019 00:00:00,22:59:00,91,98,5,2,4,,,,,,,,,,,,,,,64,109
6176/1,01/05/2019 00:00:00,23:14:00,92,96,2,1,3,,,,,,,,,,,,,,,64,102
6176/1,01/05/2019 00:00:00,23:29:00,93,85,5,2,7,,,,,,,,,,,,,,,63,99
6176/1,01/05/2019 00:00:00,23:44:00,94,60,4,3,5,,,,,,,,,,,,,,,62,72
6176/1,01/05/2019 00:00:00,23:59:00,95,55,3,3,6,,,,,,,,,,,,,,,61,67
6176/1,02/05/2019 00:00:00,00:14:00,0,59,4,4,1,,,,,,,,,,,,,,,63,68
6176/1,02/05/2019 00:00:00,00:29:00,1,56,3,2,6,,,,,,,,,,,,,,,63,67
6176/1,02/05/2019 00:00:00,00:44:00,2,43,4,2,1,,,,,,,,,,,,,,,64,50
6176/1,02/05/2019 00:00:00,00:59:00,3,33,4,3,2,,,,,,,,,,,,,,,62,42
6176/1,02/05/2019 00:00:00,01:14:00,4,25,3,3,3,,,,,,,,,,,,,,,60,34
6176/1,02/05/2019 00:00:00,01:29:00,5,33,1,3,3,,,,,,,,,,,,,,,63,40
6176/1,02/05/2019 00:00:00,01:44:00,6,28,1,2,2,,,,,,,,,,,,,,,65,33
6176/1,02/05/2019 00:00:00,01:59:00,7,16,5,1,3,,,,,,,,,,,,,,,62,25
6176/1,02/05/2019 00:00:00,02:14:00,8,21,7,3,5,,,,,,,,,,,,,,,59,36
6176/1,02/05/2019 00:00:00,02:29:00,9,26,4,2,5,,,,,,,,,,,,,,,59,37
6176/1,02/05/2019 00:00:00,02:44:00,10,33,4,6,1,,,,,,,,,,,,,,,63,44
6176/1,02/05/2019 00:00:00,02:59:00,11,21,4,7,3,,,,,,,,,,,,,,,60,35
6176/1,02/05/2019 00:00:00,03:14:00,12,25,8,2,2,,,,,,,,,,,,,,,61,37
6176/1,02/05/2019 00:00:00,03:29:00,13,27,5,3,6,,,,,,,,,,,,,,,61,41
6176/1,02/05/2019 00:00:00,03:44:00,14,31,3,1,4,,,,,,,,,,,,,,,64,39
6176/1,02/05/2019 00:00:00,03:59:00,15,41,1,6,4,,,,,,,,,,,,,,,64,52
6176/1,02/05/2019 00:00:00,04:14:00,16,37,8,6,5,,,,,,,,,,,,,,,66,56
6176/1,02/05/2019 00:00:00,04:29:00,17,46,5,3,2,,,,,,,,,,,,,,,65,56
6176/1,02/05/2019 00:00:00,04:44:00,18,57,11,6,4,,,,,,,,,,,,,,,65,78
6176/1,02/05/2019 00:00:00,04:59:00,19,50,11,3,4,,,,,,,,,,,,,,,64,68
