Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
6176/1,01/04/2019 00:00:00,00:14:00,0,50,4,4,4,,,,,,,,,,,,,,,60,62
6176/1,01/04/2019 00:00:00,00:29:00,1,23,3,2,5,,,,,,,,,,,,,,,61,33
6176/1,01/04/2019 00:00:00,00:44:00,2,28,1,2,2,,,,,,,,,,,,,,,61,33
6176/1,01/04/2019 00:00:00,00:59:00,3,23,1,2,5,,,,,,,,,,,,,,,60,31
6176/1,01/04/2019 00:00:00,01:14:00,4,22,0,6,3,,,,,,,,,,,,,,,62,31
6176/1,01/04/2019 00:00:00,01:29:00,5,18,1,0,1,,,,,,,,,,,,,,,60,20
6176/1,01/04/2019 00:00:00,01:44:00,6,24,3,2,1,,,,,,,,,,,,,,,68,30
6176/1,01/04/2019 00:00:00,01:59:00,7,8,1,3,3,,,,,,,,,,,,,,,61,15
6176/1,01/04/2019 00:00:00,02:14:00,8,9,2,2,3,,,,,,,,,,,,,,,59,16
6176/1,01/04/2019 00:00:00,02:29:00,9,11,0,3,0,,,,,,,,,,,,,,,61,14
6176/1,01/04/2019 00:00:00,02:44:00,10,12,1,4,4,,,,,,,,,,,,,,,60,21
6176/1,01/04/2019 00:00:00,02:59:00,11,20,3,4,6,,,,,,,,,,,,,,,60,33
6176/1,01/04/2019 00:00:00,03:14:00,12,15,2,0,3,,,,,,,,,,,,,,,59,20
6176/1,01/04/2019 00:00:00,03:29:00,13,17,2,5,6,,,,,,,,,,,,,,,59,30
6176/1,01/04/2019 00:00:00,03:44:00,14,24,3,1,1,,,,,,,,,,,,,,,65,29
6176/1,01/04/2019 00:00:00,03:59:00,15,30,4,4,1,,,,,,,,,,,,,,,60,39
6176/1,01/04/2019 00:00:00,04:14:00,16,34,3,2,1,,,,,,,,,,,,,,,62,40
6176/1,01/04/2019 00:00:00,04:29:00,17,34,6,4,1,,,,,,,,,,,,,,,62,45
6176/1,01/04/2019 00:00:00,04:44:00,18,45,5,3,4,,,,,,,,,,,,,,,64,57
6176/1,01/04/2019 00:00:00,04:59:00,19,47,4,5,4,,,,,,,,,,,,,,,64,60
6176/1,01/04/2019 00:00:00,05:14:00,20,84,5,3,4,,,,,,,,,,,,,,,65,96
6176/1,01/04/2019 00:00:00,05:29:00,21,98,7,7,3,,,,,,,,,,,,,,,64,115
6176/1,01/04/2019 00:00:00,05:44:00,22,108,18,3,5,,,,,,,,,,,,,,,64,134
6176/1,01/04/2019 00:00:00,05:59:00,23,149,18,6,4,,,,,,,,,,,,,,,65,177
6176/1,01/04/2019 00:00:00,06:14:00,24,192,24,8,2,,,,,,,,,,,,,,,66,226
6176/1,01/04/2019 00:00:00,06:29:00,25,208,39,7,4,,,,,,,,,,,,,,,64,258
6176/1,01/04/2019 00:00:00,06:44:00,26,282,33,16,4,,,,,,,,,,,,,,,65,335
6176/1,01/04/2019 00:00:00,06:59:00,27,295,31,12,4,,,,,,,,,,,,,,,65,342
6176/1,01/04/2019 00:00:00,07:14:00,28,359,37,11,8,,,,,,,,,,,,,,,64,415
6176/1,01/04/2019 00:00:00,07:29:00,29,399,43,8,2,,,,,,,,,,,,,,,66,452
6176/1,01/04/2019 00:00:00,07:44:00,30,354,28,4,7,,,,,,,,,,,,,,,64,393
6176/1,01/04/2019 00:00:00,07:59:00,31,333,31,15,7,,,,,,,,,,,,,,,65,386
6176/1,01/04/2019 00:00:00,08:14:00,32,318,38,18,5,,,,,,,,,,,,,,,65,379
6176/1,01/04/2019 00:00:00,08:29:00,33,336,32,11,2,,,,,,,,,,,,,,,65,381
6176/1,01/04/2019 00:00:00,08:44:00,34,311,24,10,9,,,,,,,,,,,,,,,65,354
6176/1,01/04/2019 00:00:00,08:59:00,35,255,32,10,16,,,,,,,,,,,,,,,64,313
6176/1,01/04/2019 00:00:00,09:14:00,36,242,27,16,4,,,,,,,,,,,,,,,62,289
6176/1,01/04/2019 00:00:00,09:29:00,37,251,33,17,8,,,,,,,,,,,,,,,63,309
6176/1,01/04/2019 00:00:00,09:44:00,38,247,33,13,9,,,,,,,,,,,,,,,63,302
6176/1,01/04/2019 00:00:00,09:59:00,39,261,26,22,7,,,,,,,,,,,,,,,62,316
6176/1,01/04/2019 00:00:00,10:14:00,40,277,35,27,12,,,,,,,,,,,,,,,61,351
6176/1,01/04/2019 00:00:00,10:29:00,41,225,24,20,4,,,,,,,,,,,,,,,63,273
6176/1,01/04/2019 00:00:00,10:44:00,42,222,25,18,11,,,,,,,,,,,,,,,62,276
6176/1,01/04/2019 00:00:00,10:59:00,43,248,47,23,9,,,,,,,,,,,,,,,62,327
6176/1,01/04/2019 00:00:00,11:14:00,44,228,24,21,16,,,,,,,,,,,,,,,62,289
6176/1,01/04/2019 00:00:00,11:29:00,45,258,31,25,3,,,,,,,,,,,,,,,62,317
6176/1,01/04/2019 00:00:00,11:44:00,46,267,39,19,11,,,,,,,,,,,,,,,62,336
6176/1,01/04/2019 00:00:00,11:59:00,47,265,31,24,5,,,,,,,,,,,,,,,61,325
6176/1,01/04/2019 00:00:00,12:14:00,48,271,28,26,6,,,,,,,,,,,,,,,64,331
6176/1,01/04/2019 00:00:00,12:29:00,49,275,33,22,10,,,,,,,,,,,,,,,62,340
6176/1,01/04/2019 00:00:00,12:44:00,50,268,30,28,8,,,,,,,,,,,,,,,62,334
6176/1,01/04/2019 00:00:00,12:59:00,51,273,37,30,13,,,,,,,,,,,,,,,63,353
6176/1,01/04/2019 00:00:00,13:14:00,52,259,39,26,8,,,,,,,,,,,,,,,62,332
6176/1,01/04/2019 00:00:00,13:29:00,53,273,39,26,4,,,,,,,,,,,,,,,62,342
6176/1,01/04/2019 00:00:00,13:44:00,54,238,36,24,8,,,,,,,,,,,,,,,62,306
6176/1,01/04/2019 00:00:00,13:59:00,55,259,42,34,8,,,,,,,,,,,,,,,62,343
6176/1,01/04/2019 00:00:00,14:14:00,56,271,47,24,12,,,,,,,,,,,,,,,63,354
6176/1,01/04/2019 00:00:00,14:29:00,57,301,43,24,8,,,,,,,,,,,,,,,63,376
6176/1,01/04/2019 00:00:00,14:44:00,58,341,41,31,8,,,,,,,,,,,,,,,65,421
6176/1,01/04/2019 00:00:00,14:59:00,59,329,38,21,7,,,,,,,,,,,,,,,64,395
6176/1,01/04/2019 00:00:00,15:14:00,60,330,57,31,6,,,,,,,,,,,,,,,61,424
6176/1,01/04/2019 00:00:00,15:29:00,61,364,40,24,12,,,,,,,,,,,,,,,62,440
6176/1,01/04/2019 00:00:00,15:44:00,62,424,73,20,8,,,,,,,,,,,,,,,63,525
6176/1,01/04/2019 00:00:00,15:59:00,63,445,63,21,8,,,,,,,,,,,,,,,63,537
6176/1,01/04/2019 00:00:00,16:14:00,64,466,50,28,5,,,,,,,,,,,,,,,64,549
6176/1,01/04/2019 00:00:00,16:29:00,65,535,51,25,6,,,,,,,,,,,,,,,62,617
6176/1,01/04/2019 00:00:00,16:44:00,66,575,56,17,1,,,,,,,,,,,,,,,64,649
6176/1,01/04/2019 00:00:00,16:59:00,67,552,69,18,5,,,,,,,,,,,,,,,63,644
6176/1,01/04/2019 00:00:00,17:14:00,68,702,69,14,7,,,,,,,,,,,,,,,61,792
6176/1,01/04/2019 00:00:00,17:29:00,69,780,69,10,7,,,,,,,,,,,,,,,60,866
6176/1,01/04/2019 00:00:00,17:44:00,70,707,46,13,3,,,,,,,,,,,,,,,62,769
6176/1,01/04/2019 00:00:00,17:59:00,71,633,40,14,7,,,,,,,,,,,,,,,62,694
6176/1,01/04/2019 00:00:00,18:14:00,72,654,26,7,5,,,,,,,,,,,,,,,64,692
6176/1,01/04/2019 00:00:00,18:29:00,73,545,42,8,8,,,,,,,,,,,,,,,64,603
6176/1,01/04/2019 00:00:00,18:44:00,74,391,27,5,8,,,,,,,,,,,,,,,67,431
6176/1,01/04/2019 00:00:00,18:59:00,75,400,18,6,6,,,,,,,,,,,,,,,66,430
6176/1,01/04/2019 00:00:00,19:14:00,76,297,11,4,6,,,,,,,,,,,,,,,67,318
6176/1,01/04/2019 00:00:00,19:29:00,77,268,16,3,2,,,,,,,,,,,,,,,65,289
6176/1,01/04/2019 00:00:00,19:44:00,78,236,7,6,5,,,,,,,,,,,,,,,67,254
6176/1,01/04/2019 00:00:00,19:59:00,79,189,10,1,2,,,,,,,,,,,,,,,66,202
6176/1,01/04/2019 00:00:00,20:14:00,80,178,6,3,3,,,,,,,,,,,,,,,64,190
6176/1,01/04/2019 00:00:00,20:29:00,81,181,8,6,5,,,,,,,,,,,,,,,63,200
6176/1,01/04/2019 00:00:00,20:44:00,82,165,6,6,4,,,,,,,,,,,,,,,64,181
6176/1,01/04/2019 00:00:00,20:59:00,83,141,8,0,3,,,,,,,,,,,,,,,63,152
6176/1,01/04/2019 00:00:00,21:14:00,84,98,10,3,2,,,,,,,,,,,,,,,65,113
6176/1,01/04/2019 00:00:00,21:29:00,85,95,1,6,7,,,,,,,,,,,,,,,64,109
6176/1,01/04/2019 00:00:00,21:44:00,86,107,7,4,5,,,,,,,,,,,,,,,64,123
6176/1,01/04/2019 00:00:00,21:59:00,87,84,3,3,6,,,,,,,,,,,,,,,63,96
6176/1,01/04/2019 00:00:00,22:14:00,88,101,8,1,5,,,,,,,,,,,,,,,63,115
6176/1,01/04/2019 00:00:00,22:29:00,89,98,4,2,2,,,,,,,,,,,,,,,63,106
6176/1,01/04/2019 00:00:00,22:44:00,90,68,11,0,4,,,,,,,,,,,,,,,62,83
6176/1,01/04/2019 00:00:00,22:59:00,91,79,6,1,7,,,,,,,,,,,,,,,62,93
6176/1,01/04/2019 00:00:00,23:14:00,92,96,6,0,2,,,,,,,,,,,,,,,63,104
6176/1,01/04/2019 00:00:00,23:29:00,93,124,3,1,2,,,,,,,,,,,,,,,64,130
6176/1,01/04/2019 00:00:00,23:44:00,94,105,4,4,1,,,,,,,,,,,,,,,62,114
6176/1,01/04/2019 00:00:00,23:59:00,95,97,7,3,2,,,,,,,,,,,,,,,62,109
6176/1,02/04/2019 00:00:00,00:14:00,0,49,3,2,7,,,,,,,,,,,,,,,61,61
6176/1,02/04/2019 00:00:00,00:29:00,1,48,1,2,6,,,,,,,,,,,,,,,60,57
6176/1,02/04/2019 00:00:00,00:44:00,2,33,3,2,3,,,,,,,,,,,,,,,61,41
6176/1,02/04/2019 00:00:00,00:59:00,3,19,2,3,5,,,,,,,,,,,,,,,62,29
6176/1,02/04/2019 00:00:00,01:14:00,4,24,0,1,0,,,,,,,,,,,,,,,60,25
6176/1,02/04/2019 00:00:00,01:29:00,5,16,5,3,2,,,,,,,,,,,,,,,62,26
6176/1,02/04/2019 00:00:00,01:44:00,6,16,3,2,3,,,,,,,,,,,,,,,60,24
6176/1,02/04/2019 00:00:00,01:59:00,7,16,1,1,4,,,,,,,,,,,,,,,58,22
6176/1,02/04/2019 00:00:00,02:14:00,8,22,4,3,5,,,,,,,,,,,,,,,61,34
6176/1,02/04/2019 00:00:00,02:29:00,9,23,1,5,0,,,,,,,,,,,,,,,64,29
6176/1,02/04/2019 00:00:00,02:44:00,10,23,6,8,2,,,,,,,,,,,,,,,60,39
6176/1,02/04/2019 00:00:00,02:59:00,11,20,3,4,4,,,,,,,,,,,,,,,57,31
6176/1,02/04/2019 00:00:00,03:14:00,12,21,5,2,9,,,,,,,,,,,,,,,61,37
6176/1,02/04/2019 00:00:00,03:29:00,13,24,5,2,6,,,,,,,,,,,,,,,62,37
6176/1,02/04/2019 00:00:00,03:44:00,14,28,5,3,3,,,,,,,,,,,,,,,66,39
6176/1,02/04/2019 00:00:00,03:59:00,15,44,4,2,2,,,,,,,,,,,,,,,66,52
6176/1,02/04/2019 00:00:00,04:14:00,16,40,8,1,3,,,,,,,,,,,,,,,61,52
6176/1,02/04/2019 00:00:00,04:29:00,17,51,6,6,3,,,,,,,,,,,,,,,64,66
6176/1,02/04/2019 00:00:00,04:44:00,18,48,9,0,1,,,,,,,,,,,,,,,65,58
6176/1,02/04/2019 00:00:00,04:59:00,19,41,6,4,3,,,,,,,,,,,,,,,64,54
6176/1,02/04/2019 00:00:00,05:14:00,20,63,10,7,3,,,,,,,,,,,,,,,64,83
6176/1,02/04/2019 00:00:00,05:29:00,21,96,21,7,2,,,,,,,,,,,,,,,65,126
6176/1,02/04/2019 00:00:00,05:44:00,22,117,9,5,3,,,,,,,,,,,,,,,66,134
6176/1,02/04/2019 00:00:00,05:59:00,23,143,21,7,2,,,,,,,,,,,,,,,65,173
6176/1,02/04/2019 00:00:00,06:14:00,24,180,28,14,1,,,,,,,,,,,,,,,65,223
6176/1,02/04/2019 00:00:00,06:29:00,25,216,25,11,7,,,,,,,,,,,,,,,63,259
6176/1,02/04/2019 00:00:00,06:44:00,26,262,33,7,4,,,,,,,,,,,,,,,65,306
6176/1,02/04/2019 00:00:00,06:59:00,27,281,21,13,5,,,,,,,,,,,,,,,65,320
6176/1,02/04/2019 00:00:00,07:14:00,28,313,42,12,8,,,,,,,,,,,,,,,65,375
6176/1,02/04/2019 00:00:00,07:29:00,29,391,32,13,5,,,,,,,,,,,,,,,65,441
6176/1,02/04/2019 00:00:00,07:44:00,30,348,28,11,4,,,,,,,,,,,,,,,66,391
6176/1,02/04/2019 00:00:00,07:59:00,31,333,32,15,0,,,,,,,,,,,,,,,67,380
6176/1,02/04/2019 00:00:00,08:14:00,32,337,48,11,13,,,,,,,,,,,,,,,64,409
6176/1,02/04/2019 00:00:00,08:29:00,33,343,27,12,6,,,,,,,,,,,,,,,65,388
6176/1,02/04/2019 00:00:00,08:44:00,34,341,22,15,14,,,,,,,,,,,,,,,65,392
6176/1,02/04/2019 00:00:00,08:59:00,35,258,23,23,11,,,,,,,,,,,,,,,63,315
6176/1,02/04/2019 00:00:00,09:14:00,36,255,18,21,4,,,,,,,,,,,,,,,63,298
6176/1,02/04/2019 00:00:00,09:29:00,37,296,26,20,18,,,,,,,,,,,,,,,62,360
6176/1,02/04/2019 00:00:00,09:44:00,38,242,24,18,6,,,,,,,,,,,,,,,62,290
6176/1,02/04/2019 00:00:00,09:59:00,39,206,27,16,5,,,,,,,,,,,,,,,63,254
6176/1,02/04/2019 00:00:00,10:14:00,40,241,17,21,8,,,,,,,,,,,,,,,62,287
6176/1,02/04/2019 00:00:00,10:29:00,41,233,30,20,5,,,,,,,,,,,,,,,63,288
6176/1,02/04/2019 00:00:00,10:44:00,42,209,30,19,7,,,,,,,,,,,,,,,63,265
6176/1,02/04/2019 00:00:00,10:59:00,43,229,28,21,12,,,,,,,,,,,,,,,62,290
6176/1,02/04/2019 00:00:00,11:14:00,44,221,23,16,11,,,,,,,,,,,,,,,63,271
6176/1,02/04/2019 00:00:00,11:29:00,45,244,30,20,7,,,,,,,,,,,,,,,61,301
6176/1,02/04/2019 00:00:00,11:44:00,46,244,26,26,9,,,,,,,,,,,,,,,61,305
6176/1,02/04/2019 00:00:00,11:59:00,47,225,41,23,6,,,,,,,,,,,,,,,59,295
6176/1,02/04/2019 00:00:00,12:14:00,48,250,39,23,7,,,,,,,,,,,,,,,61,319
6176/1,02/04/2019 00:00:00,12:29:00,49,258,29,24,14,,,,,,,,,,,,,,,61,325
6176/1,02/04/2019 00:00:00,12:44:00,50,276,35,18,7,,,,,,,,,,,,,,,61,336
6176/1,02/04/2019 00:00:00,12:59:00,51,248,32,31,12,,,,,,,,,,,,,,,60,323
6176/1,02/04/2019 00:00:00,13:14:00,52,270,47,25,5,,,,,,,,,,,,,,,61,347
6176/1,02/04/2019 00:00:00,13:29:00,53,265,38,30,6,,,,,,,,,,,,,,,60,339
6176/1,02/04/2019 00:00:00,13:44:00,54,266,46,25,9,,,,,,,,,,,,,,,60,346
6176/1,02/04/2019 00:00:00,13:59:00,55,261,44,29,15,,,,,,,,,,,,,,,61,349
6176/1,02/04/2019 00:00:00,14:14:00,56,306,44,26,12,,,,,,,,,,,,,,,61,388
6176/1,02/04/2019 00:00:00,14:29:00,57,308,35,24,10,,,,,,,,,,,,,,,63,377
6176/1,02/04/2019 00:00:00,14:44:00,58,317,56,28,9,,,,,,,,,,,,,,,63,410
6176/1,02/04/2019 00:00:00,14:59:00,59,317,33,23,7,,,,,,,,,,,,,,,63,380
6176/1,02/04/2019 00:00:00,15:14:00,60,343,50,18,10,,,,,,,,,,,,,,,64,421
6176/1,02/04/2019 00:00:00,15:29:00,61,370,57,27,6,,,,,,,,,,,,,,,63,460
6176/1,02/04/2019 00:00:00,15:44:00,62,401,64,23,5,,,,,,,,,,,,,,,64,493
6176/1,02/04/2019 00:00:00,15:59:00,63,437,56,23,7,,,,,,,,,,,,,,,64,523
6176/1,02/04/2019 00:00:00,16:14:00,64,531,58,26,4,,,,,,,,,,,,,,,64,619
6176/1,02/04/2019 00:00:00,16:29:00,65,535,60,10,5,,,,,,,,,,,,,,,63,610
6176/1,02/04/2019 00:00:00,16:44:00,66,634,53,12,11,,,,,,,,,,,,,,,62,710
6176/1,02/04/2019 00:00:00,16:59:00,67,569,59,17,7,,,,,,,,,,,,,,,63,652
6176/1,02/04/2019 00:00:00,17:14:00,68,667,49,10,1,,,,,,,,,,,,,,,58,727
6176/1,02/04/2019 00:00:00,17:29:00,69,636,41,15,6,,,,,,,,,,,,,,,64,698
6176/1,02/04/2019 00:00:00,17:44:00,70,637,26,10,2,,,,,,,,,,,,,,,64,675
6176/1,02/04/2019 00:00:00,17:59:00,71,632,26,12,5,,,,,,,,,,,,,,,63,675
6176/1,02/04/2019 00:00:00,18:14:00,72,617,28,10,3,,,,,,,,,,,,,,,64,658
6176/1,02/04/2019 00:00:00,18:29:00,73,535,25,8,4,,,,,,,,,,,,,,,65,572
6176/1,02/04/2019 00:00:00,18:44:00,74,431,21,4,4,,,,,,,,,,,,,,,67,460
6176/1,02/04/2019 00:00:00,18:59:00,75,370,18,10,1,,,,,,,,,,,,,,,67,399
6176/1,02/04/2019 00:00:00,19:14:00,76,334,11,7,4,,,,,,,,,,,,,,,67,356
6176/1,02/04/2019 00:00:00,19:29:00,77,326,12,4,6,,,,,,,,,,,,,,,66,348
6176/1,02/04/2019 00:00:00,19:44:00,78,268,10,4,2,,,,,,,,,,,,,,,67,284
6176/1,02/04/2019 00:00:00,19:59:00,79,239,8,1,0,,,,,,,,,,,,,,,64,248
6176/1,02/04/2019 00:00:00,20:14:00,80,185,9,1,4,,,,,,,,,,,,,,,65,199
6176/1,02/04/2019 00:00:00,20:29:00,81,176,11,2,2,,,,,,,,,,,,,,,63,191
6176/1,02/04/2019 00:00:00,20:44:00,82,155,7,3,1,,,,,,,,,,,,,,,64,166
6176/1,02/04/2019 00:00:00,20:59:00,83,123,7,4,2,,,,,,,,,,,,,,,64,136
6176/1,02/04/2019 00:00:00,21:14:00,84,140,3,4,2,,,,,,,,,,,,,,,63,149
6176/1,02/04/2019 00:00:00,21:29:00,85,163,9,5,6,,,,,,,,,,,,,,,63,183
6176/1,02/04/2019 00:00:00,21:44:00,86,124,4,3,2,,,,,,,,,,,,,,,63,133
6176/1,02/04/2019 00:00:00,21:59:00,87,123,7,3,4,,,,,,,,,,,,,,,63,137
6176/1,02/04/2019 00:00:00,22:14:00,88,140,6,4,2,,,,,,,,,,,,,,,63,152
6176/1,02/04/2019 00:00:00,22:29:00,89,147,4,0,4,,,,,,,,,,,,,,,61,155
6176/1,02/04/2019 00:00:00,22:44:00,90,96,3,2,3,,,,,,,,,,,,,,,62,104
6176/1,02/04/2019 00:00:00,22:59:00,91,99,3,1,6,,,,,,,,,,,,,,,63,109
6176/1,02/04/2019 00:00:00,23:14:00,92,98,2,1,6,,,,,,,,,,,,,,,62,107
6176/1,02/04/2019 00:00:00,23:29:00,93,91,5,2,4,,,,,,,,,,,,,,,62,102
6176/1,02/04/2019 00:00:00,23:44:00,94,90,2,2,3,,,,,,,,,,,,,,,62,97
6176/1,02/04/2019 00:00:00,23:59:00,95,100,4,4,4,,,,,,,,,,,,,,,63,112
6176/1,03/04/2019 00:00:00,00:14:00,0,64,4,5,4,,,,,,,,,,,,,,,59,77
6176/1,03/04/2019 00:00:00,00:29:00,1,42,2,0,3,,,,,,,,,,,,,,,60,47
6176/1,03/04/2019 00:00:00,00:44:00,2,46,2,2,3,,,,,,,,,,,,,,,62,53
6176/1,03/04/2019 00:00:00,00:59:00,3,26,1,4,2,,,,,,,,,,,,,,,59,33
6176/1,03/04/2019 00:00:00,01:14:00,4,28,6,0,4,,,,,,,,,,,,,,,64,38
6176/1,03/04/2019 00:00:00,01:29:00,5,17,1,0,3,,,,,,,,,,,,,,,59,21
6176/1,03/04/2019 00:00:00,01:44:00,6,19,2,2,3,,,,,,,,,,,,,,,54,26
6176/1,03/04/2019 00:00:00,01:59:00,7,25,2,1,2,,,,,,,,,,,,,,,63,30
6176/1,03/04/2019 00:00:00,02:14:00,8,13,2,7,2,,,,,,,,,,,,,,,58,24
6176/1,03/04/2019 00:00:00,02:29:00,9,19,4,6,4,,,,,,,,,,,,,,,60,33
6176/1,03/04/2019 00:00:00,02:44:00,10,18,4,6,3,,,,,,,,,,,,,,,58,31
6176/1,03/04/2019 00:00:00,02:59:00,11,27,2,3,1,,,,,,,,,,,,,,,61,33
6176/1,03/04/2019 00:00:00,03:14:00,12,25,3,1,1,,,,,,,,,,,,,,,63,30
6176/1,03/04/2019 00:00:00,03:29:00,13,28,5,2,5,,,,,,,,,,,,,,,63,40
6176/1,03/04/2019 00:00:00,03:44:00,14,34,5,5,0,,,,,,,,,,,,,,,63,44
6176/1,03/04/2019 00:00:00,03:59:00,15,30,8,4,2,,,,,,,,,,,,,,,64,44
6176/1,03/04/2019 00:00:00,04:14:00,16,43,6,3,6,,,,,,,,,,,,,,,62,58
6176/1,03/04/2019 00:00:00,04:29:00,17,51,8,6,3,,,,,,,,,,,,,,,62,68
6176/1,03/04/2019 00:00:00,04:44:00,18,40,7,5,5,,,,,,,,,,,,,,,63,57
6176/1,03/04/2019 00:00:00,04:59:00,19,51,5,1,4,,,,,,,,,,,,,,,65,61
6176/1,03/04/2019 00:00:00,05:14:00,20,74,12,6,6,,,,,,,,,,,,,,,63,98
6176/1,03/04/2019 00:00:00,05:29:00,21,85,20,6,6,,,,,,,,,,,,,,,64,117
6176/1,03/04/2019 00:00:00,05:44:00,22,119,12,8,3,,,,,,,,,,,,,,,66,142
6176/1,03/04/2019 00:00:00,05:59:00,23,157,17,5,5,,,,,,,,,,,,,,,65,184
6176/1,03/04/2019 00:00:00,06:14:00,24,174,22,6,3,,,,,,,,,,,,,,,64,205
6176/1,03/04/2019 00:00:00,06:29:00,25,205,18,10,9,,,,,,,,,,,,,,,65,242
6176/1,03/04/2019 00:00:00,06:44:00,26,254,27,13,5,,,,,,,,,,,,,,,63,299
6176/1,03/04/2019 00:00:00,06:59:00,27,302,31,12,4,,,,,,,,,,,,,,,65,349
6176/1,03/04/2019 00:00:00,07:14:00,28,334,30,9,5,,,,,,,,,,,,,,,65,378
6176/1,03/04/2019 00:00:00,07:29:00,29,380,36,13,9,,,,,,,,,,,,,,,65,438
6176/1,03/04/2019 00:00:00,07:44:00,30,335,20,14,4,,,,,,,,,,,,,,,67,373
6176/1,03/04/2019 00:00:00,07:59:00,31,330,37,18,4,,,,,,,,,,,,,,,65,389
6176/1,03/04/2019 00:00:00,08:14:00,32,342,33,15,6,,,,,,,,,,,,,,,65,396
6176/1,03/04/2019 00:00:00,08:29:00,33,350,36,12,10,,,,,,,,,,,,,,,64,408
6176/1,03/04/2019 00:00:00,08:44:00,34,336,24,15,16,,,,,,,,,,,,,,,64,391
6176/1,03/04/2019 00:00:00,08:59:00,35,278,30,14,7,,,,,,,,,,,,,,,65,329
6176/1,03/04/2019 00:00:00,09:14:00,36,237,26,19,11,,,,,,,,,,,,,,,64,293
6176/1,03/04/2019 00:00:00,09:29:00,37,259,30,20,8,,,,,,,,,,,,,,,64,317
6176/1,03/04/2019 00:00:00,09:44:00,38,258,34,27,9,,,,,,,,,,,,,,,63,328
6176/1,03/04/2019 00:00:00,09:59:00,39,236,29,25,4,,,,,,,,,,,,,,,63,294
6176/1,03/04/2019 00:00:00,10:14:00,40,247,27,26,10,,,,,,,,,,,,,,,61,310
6176/1,03/04/2019 00:00:00,10:29:00,41,238,27,29,12,,,,,,,,,,,,,,,62,306
6176/1,03/04/2019 00:00:00,10:44:00,42,235,27,25,5,,,,,,,,,,,,,,,64,292
6176/1,03/04/2019 00:00:00,10:59:00,43,225,32,30,11,,,,,,,,,,,,,,,62,298
6176/1,03/04/2019 00:00:00,11:14:00,44,244,37,18,17,,,,,,,,,,,,,,,61,316
6176/1,03/04/2019 00:00:00,11:29:00,45,237,33,30,8,,,,,,,,,,,,,,,62,308
6176/1,03/04/2019 00:00:00,11:44:00,46,268,27,22,8,,,,,,,,,,,,,,,62,325
6176/1,03/04/2019 00:00:00,11:59:00,47,253,47,22,12,,,,,,,,,,,,,,,62,334
6176/1,03/04/2019 00:00:00,12:14:00,48,275,31,27,8,,,,,,,,,,,,,,,60,341
6176/1,03/04/2019 00:00:00,12:29:00,49,284,37,25,7,,,,,,,,,,,,,,,60,353
6176/1,03/04/2019 00:00:00,12:44:00,50,255,32,25,11,,,,,,,,,,,,,,,62,323
6176/1,03/04/2019 00:00:00,12:59:00,51,249,43,22,10,,,,,,,,,,,,,,,61,324
6176/1,03/04/2019 00:00:00,13:14:00,52,243,30,34,8,,,,,,,,,,,,,,,62,315
6176/1,03/04/2019 00:00:00,13:29:00,53,305,47,29,6,,,,,,,,,,,,,,,62,387
6176/1,03/04/2019 00:00:00,13:44:00,54,280,39,26,9,,,,,,,,,,,,,,,61,354
6176/1,03/04/2019 00:00:00,13:59:00,55,278,48,35,10,,,,,,,,,,,,,,,61,371
6176/1,03/04/2019 00:00:00,14:14:00,56,292,47,29,5,,,,,,,,,,,,,,,62,373
6176/1,03/04/2019 00:00:00,14:29:00,57,353,50,28,6,,,,,,,,,,,,,,,63,437
6176/1,03/04/2019 00:00:00,14:44:00,58,367,44,23,5,,,,,,,,,,,,,,,63,439
6176/1,03/04/2019 00:00:00,14:59:00,59,306,45,25,6,,,,,,,,,,,,,,,64,382
6176/1,03/04/2019 00:00:00,15:14:00,60,364,49,33,9,,,,,,,,,,,,,,,63,455
6176/1,03/04/2019 00:00:00,15:29:00,61,401,52,28,8,,,,,,,,,,,,,,,63,489
6176/1,03/04/2019 00:00:00,15:44:00,62,384,51,22,6,,,,,,,,,,,,,,,64,463
6176/1,03/04/2019 00:00:00,15:59:00,63,453,50,18,7,,,,,,,,,,,,,,,64,528
6176/1,03/04/2019 00:00:00,16:14:00,64,501,66,16,3,,,,,,,,,,,,,,,64,586
6176/1,03/04/2019 00:00:00,16:29:00,65,514,61,13,6,,,,,,,,,,,,,,,64,594
6176/1,03/04/2019 00:00:00,16:44:00,66,608,70,24,7,,,,,,,,,,,,,,,59,709
6176/1,03/04/2019 00:00:00,16:59:00,67,538,67,22,9,,,,,,,,,,,,,,,60,636
6176/1,03/04/2019 00:00:00,17:14:00,68,645,50,8,5,,,,,,,,,,,,,,,61,708
6176/1,03/04/2019 00:00:00,17:29:00,69,683,56,12,6,,,,,,,,,,,,,,,63,757
6176/1,03/04/2019 00:00:00,17:44:00,70,621,42,17,10,,,,,,,,,,,,,,,62,690
6176/1,03/04/2019 00:00:00,17:59:00,71,680,33,13,5,,,,,,,,,,,,,,,61,731
6176/1,03/04/2019 00:00:00,18:14:00,72,648,41,8,9,,,,,,,,,,,,,,,64,706
