loss,mape,val_loss,val_mape
0.05894646793603897,92435.3828125,0.025528207421302795,132.83551025390625
0.020229492336511612,61001.203125,0.007083098869770765,59.741424560546875
0.008196991868317127,53039.60546875,0.004648404195904732,26.923383712768555
0.006399656180292368,41769.0078125,0.003936424385756254,28.210174560546875
0.005421643145382404,35807.48046875,0.003380314912647009,25.537988662719727
0.004898786544799805,35710.55078125,0.0028424724005162716,20.770750045776367
0.0040994808077812195,37091.0625,0.0023794579319655895,17.889917373657227
0.003462068038061261,23965.87890625,0.002305211964994669,23.516942977905273
0.003075344953685999,24787.748046875,0.0018161316402256489,15.378999710083008
0.0027961558662354946,34475.484375,0.0017167073674499989,15.564148902893066
0.002622164087370038,37525.0859375,0.0018165219807997346,16.399198532104492
0.0024925696197897196,31984.947265625,0.0016144311521202326,14.579073905944824
0.002340189414098859,36672.5546875,0.0016018927562981844,15.006953239440918
0.002212497405707836,23520.96875,0.0015750675229355693,14.736177444458008
0.0021639876067638397,32635.58203125,0.001604729681275785,14.849686622619629
0.002160118892788887,13901.8525390625,0.0015467018820345402,15.134722709655762
0.002121240133419633,26322.060546875,0.001522924518212676,14.456096649169922
0.002074052579700947,23731.30859375,0.00157280289568007,14.79887866973877
0.0020597530528903008,29127.736328125,0.0015245528193190694,15.535990715026855
0.0020038916263729334,22138.1171875,0.001518212491646409,15.827320098876953
0.0019399746088311076,22698.498046875,0.001530611189082265,14.775141716003418
0.0019025142537429929,19364.208984375,0.0014856784837320447,15.115245819091797
0.0018569669919088483,24070.26953125,0.0014665487688034773,14.788702011108398
0.0018333976622670889,32242.041015625,0.0014585864264518023,14.047798156738281
0.001807020278647542,24734.44921875,0.0014496276853606105,15.053130149841309
0.0017964824801310897,17951.05078125,0.0015213806182146072,14.378089904785156
0.001817956450395286,36577.46484375,0.0014383557718247175,14.65942096710205
0.001752739422954619,30097.564453125,0.0014621795853599906,14.649734497070312
0.0017369918059557676,19490.931640625,0.0014500693650916219,13.91973876953125
0.001735840574838221,27926.544921875,0.0014304352225735784,14.713261604309082
0.0017433358589187264,21386.529296875,0.0014315309235826135,13.924142837524414
0.001683573005720973,22353.880859375,0.0014417202910408378,14.025089263916016
0.0016671904595568776,30081.263671875,0.00143263244535774,15.099328994750977
0.0016432012198492885,26230.18359375,0.001423542620614171,14.449899673461914
0.0016160886734724045,22288.7421875,0.001437193132005632,15.468551635742188
0.0015553954290226102,25845.392578125,0.0014260810567066073,15.056598663330078
0.0017016842029988766,22875.06640625,0.0014199462020769715,15.01405143737793
0.001602401491254568,19665.61328125,0.0014353236183524132,16.165895462036133
0.001573587884195149,20400.693359375,0.0014011077582836151,14.81493091583252
0.0015129465609788895,23610.26953125,0.0014743749052286148,16.71272850036621
0.0015831699129194021,17579.353515625,0.0014251014217734337,15.497126579284668
0.0015070817898958921,20939.4296875,0.0014494393253698945,16.011547088623047
0.0015244768001139164,21406.21875,0.0014047971926629543,14.801139831542969
0.0014970690244808793,26501.375,0.0014447009889408946,14.636834144592285
0.0014771115966141224,21385.958984375,0.0014102593995630741,15.028035163879395
0.001488021807745099,23051.4453125,0.0014410433359444141,16.07184600830078
0.0014899750240147114,17081.861328125,0.0014089016476646066,14.54954719543457
0.001461082138121128,19805.83984375,0.0014101354172453284,14.725778579711914
0.0014355818275362253,14670.5341796875,0.0014237826690077782,14.280698776245117
0.001449724193662405,22138.64453125,0.0014659814769402146,17.373653411865234
0.001459539053030312,25621.6328125,0.0013802268076688051,14.05989933013916
0.001457595033571124,14417.5947265625,0.0014110294869169593,14.734569549560547
0.0014206311898306012,23701.2265625,0.0014278796734288335,15.626633644104004
0.0014039804227650166,25277.0703125,0.0014496040530502796,16.010786056518555
0.0014068267773836851,23624.40234375,0.0014298385940492153,15.645132064819336
0.0014124278677627444,26566.171875,0.0014348612166941166,14.557908058166504
0.0013724664459004998,19545.234375,0.0014391387812793255,14.113387107849121
0.001425145543180406,25077.044921875,0.0014448938891291618,16.768478393554688
0.0013282452709972858,20505.0390625,0.0014299777103587985,15.152898788452148
0.0013759202556684613,21180.271484375,0.0014365320093929768,16.340164184570312
0.0013325674226507545,29580.361328125,0.0014089433243498206,15.124871253967285
0.001296142814680934,28954.533203125,0.0014225507620722055,14.119297981262207
0.0013621817342936993,19912.87890625,0.0014223107136785984,15.380078315734863
0.0013532156590372324,15750.7119140625,0.001408275100402534,13.940678596496582
0.0013064118102192879,21831.92578125,0.0014710775576531887,17.3895263671875
0.0013230300974100828,24500.47265625,0.00146090192720294,17.386796951293945
0.001291929860599339,23809.96484375,0.0014091487973928452,14.886678695678711
0.001346861245110631,25323.81640625,0.0013974724570289254,14.705188751220703
0.001323046046309173,25395.013671875,0.0014139477862045169,13.565387725830078
0.0013134086038917303,20614.775390625,0.0014446958666667342,15.877212524414062
0.0012913194950670004,18470.58984375,0.001443391665816307,14.475167274475098
