loss,mape,val_loss,val_mape
0.021376412361860275,34087.93359375,0.0031674636993557215,21.527873992919922
0.0032049999572336674,13750.4970703125,0.0015874444507062435,14.382081985473633
0.002078576711937785,19213.0625,0.0013451480772346258,13.904257774353027
0.0016826018691062927,20648.84765625,0.0012964410707354546,17.158164978027344
0.001443317742086947,18247.83203125,0.0012094781268388033,16.771570205688477
0.0012896445114165545,13293.3955078125,0.0012040948495268822,17.136016845703125
0.0011964825680479407,11275.974609375,0.0012365393340587616,19.296655654907227
0.0011329666012898088,10374.7255859375,0.001090516452677548,14.210618019104004
0.0010610013268887997,10123.3837890625,0.0011141239665448666,14.371559143066406
0.0010138066718354821,15248.7333984375,0.0011081356788054109,15.251900672912598
0.0009614899172447622,14368.818359375,0.0010557775385677814,14.221552848815918
0.0009393808431923389,14045.5361328125,0.0010504708625376225,14.531207084655762
0.0009160542394965887,12933.814453125,0.001035952242091298,14.129189491271973
0.0008861296810209751,15319.447265625,0.0009887160267680883,13.28811264038086
0.0008502770215272903,17286.138671875,0.0009602978243492544,11.62417221069336
0.0008305382798425853,12685.28515625,0.0009682399104349315,13.254894256591797
0.0008003831608220935,13037.158203125,0.0009661962976679206,12.954852104187012
0.0007889643893577158,13946.080078125,0.0009833170333877206,12.415057182312012
0.000787421187851578,18661.33984375,0.000946636835578829,13.565689086914062
0.0007568803266622126,17157.638671875,0.0010378668084740639,16.25385284423828
0.0007462177891284227,16253.4501953125,0.0009688676218502223,11.806447982788086
0.0007444381481036544,16067.3681640625,0.0008917198283597827,12.202323913574219
0.0007183371926657856,14987.7236328125,0.0008938650134950876,12.61452579498291
0.000712183304131031,15649.2265625,0.0008536293753422797,11.540431022644043
0.000678889686241746,16833.62109375,0.0008503333665430546,12.756929397583008
0.0006787726888433099,14160.4521484375,0.0008615489350631833,13.840264320373535
0.0006696833297610283,14163.3603515625,0.0008110677008517087,11.742090225219727
0.0006534075946547091,15077.9951171875,0.0009330934262834489,11.569927215576172
0.0006634448654949665,18064.25390625,0.000773365783970803,10.514121055603027
0.0006407866603694856,15277.9150390625,0.0008870367310009897,14.288061141967773
0.0006427354528568685,16560.978515625,0.0007723309681750834,11.010771751403809
0.0006196749745868146,14118.1875,0.0008036162471398711,11.608354568481445
0.0006098568555898964,15540.919921875,0.0007799813756719232,12.144627571105957
0.0006085089407861233,12187.537109375,0.0007371627143584192,11.23469352722168
0.0006277589127421379,14129.2255859375,0.0007264211308211088,10.833544731140137
0.0005950087797828019,13390.6025390625,0.0007271846989169717,11.265110969543457
0.00059000204782933,15237.978515625,0.0007363362237811089,11.257183074951172
0.0005650239763781428,13327.5986328125,0.0006822008290328085,9.970398902893066
0.0005882168188691139,15237.2392578125,0.0007019193144515157,11.822689056396484
